iter	Passed	Remaining
992	38771	351676
993	38810	351637
994	38851	351615
995	38892	351590
996	38929	351539
997	38970	351512
998	39009	351473
999	39048	351435
1000	39088	351409
1001	39126	351355
1002	39166	351328
1003	39205	351284
1004	39245	351253
1005	39281	351190
1006	39318	351132
1007	39355	351076
1008	39397	351064
1009	39435	351018
1010	39472	350958
1011	39510	350910
1012	39551	350887
1013	39591	350856
1014	39630	350816
1015	39667	350764
1016	39706	350722
1017	39744	350673
1018	39782	350623
1019	39821	350582
1020	39860	350550
1021	39901	350520
1022	39937	350460
1023	39977	350427
1024	40020	350424
1025	40063	350420
1026	40103	350384
1027	40143	350355
1028	40183	350323
1029	40222	350288
1030	40262	350255
1031	40299	350202
1032	40339	350167
1033	40377	350124
1034	40416	350081
1035	40457	350060
1036	40496	350017
1037	40535	349976
1038	40575	349951
1039	40613	349897
1040	40653	349873
1041	40692	349828
1042	40734	349820
1043	40774	349789
1044	40813	349745
1045	40854	349727
1046	40895	349698
1047	40933	349656
1048	40973	349623
1049	41012	349582
1050	41054	349566
1051	41095	349546
1052	41136	349521
1053	41170	349444
1054	41212	349424
1055	41251	349389
1056	41292	349367
1057	41334	349350
1058	41376	349333
1059	41417	349310
1060	41457	349281
1061	41496	349246
1062	41535	349204
1063	41578	349194
1064	41620	349182
1065	41662	349170
1066	41702	349140
1067	41747	349144
1068	41789	349136
1069	41828	349094
1070	41868	349057
1071	41906	349014
1072	41946	348979
1073	41984	348933
1074	42021	348872
1075	42058	348823
1076	42097	348783
1077	42136	348736
1078	42178	348725
1079	42218	348691
1080	42258	348658
1081	42298	348632
1082	42335	348573
1083	42374	348531
1084	42414	348500
1085	42455	348476
1086	42493	348432
1087	42533	348396
1088	42571	348354
1089	42610	348313
1090	42650	348283
1091	42690	348245
1092	42728	348199
1093	42768	348167
1094	42807	348125
1095	42847	348095
1096	42888	348074
1097	42927	348036
1098	42966	347996
1099	43007	347966
1100	43046	347927
1101	43085	347888
1102	43124	347850
1103	43164	347817
1104	43203	347776
1105	43243	347743
1106	43282	347710
1107	43322	347673
1108	43361	347636
1109	43401	347599
1110	43440	347562
1111	43480	347527
